Date,Time,Site,Tracker_ID,ID,Band,Colour_L,Colour_R,Sex,GPS_ID,Lat,Lon,Signal,Gain,Angle,Direction,Receiver,Temperature,Wind,Cloud,Precipitations,Snow_depth,Snow_hardness,Snow_water,Comments
02/02/2024,10:24,6,MG,107,2991-40557,White/White,Metal/Red,Female,02-02-24 NOCA 107,45.46523,-73.64237,180,40,210,STRAIGHT,NEW,-2,22,100,0,0,0,0,"Bird was moving a lot, heard chipping but signal dropped soon after"
03/02/2024,10:20,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,02-03-24 NOCA 108,45.46339,-73.63755,250,10,63,UP,NEW,-6,11,100,0,0,0,0,"Saw 108, hanging out with 2 males and 1 female, chipping in a tree"
08/02/2024,11:20,6,MG,107,2991-40557,White/White,Metal/Red,Female,02-08-24 NOCA 107,45.46481,-73.64334,188,40,52,STRAIGHT,NEW,2,15,0,0,9.5,3,4,"Moving a lot, but always in the same backyard"
08/02/2024,11:47,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,02-08-24 NOCA 108,45.46248,-73.63495,240,30,198,STRAIGHT,NEW,2,15,0,0,9.5,3,4,"Moving a lot, heard chipping"
11/02/2024,11:21,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,02-11-24 NOCA 108,45.46385,-73.63631,200,30,227,STRAIGHT,NEW,3,28,100,0,9.5,3,4,Heard chipping
11/02/2024,12:00,6,MG,107,2991-40557,White/White,Metal/Red,Female,02-11-24 NOCA 107,45.46418,-73.64169,171,40,58,STRAIGHT,NEW,3,30,100,0,9.5,3,4,Very deep in backyard
15/02/2024,10:29,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,02-15-24 NOCA 108,45.46202,-73.63409,192,40,242,STRAIGHT,NEW,-8,17,10,0,0,0,0,Inbackyard with tall conifers
16/02/2024,10:23,6,AMC,108,2991-40558,Brown/Red,Metal/Red,Female,02-16-2024 NOCA 108,45.4628,-73.63595,179,20,187,UP,OLD,-5,12,100,0.04,NA,0,0,In cedar in front of house.
16/02/2024,11:20,6,AMC,107,2991-40557,White/White,Metal/Red,Female,02-16-2024 NOCA 107,45.46453,-73.64274,139,30,33,STRAIGHT,OLD,-4,14,100,0.04,NA,0,0,"In backyard, most likely flying between feeders and cedar."
17/02/2024,11:45,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,02-17-24 NOCA 108,45.46182,-73.63503,203,30,153,GROUND,NEW,-9,26,0,0,7,1,2,"In backyard, probably on the ground"
17/02/2024,12:15,6,MG,107,2991-40557,White/White,Metal/Red,Female,02-17-24 NOCA 107,45.46524,-73.64241,175,40,212,STRAIGHT,NEW,-9,26,0,0,7,1,2,Same area as last time
22/02/2024,11:05,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,02-22-24 NOCA 108,45.46194,-73.6349,207,30,91,STRAIGHT,NEW,0,7,100,0.1,1.5,1,4,"Same backyard as last week, can hear chipping, precipitation is hail-like"
22/02/2024,11:28,6,MG,107,2991-40557,White/White,Metal/Red,Female,02-22-24 NOCA 107,45.46537,-73.64238,173,40,213,STRAIGHT,NEW,0,7,100,0,1.5,1,4,"Hard to get, went into driveway a bit but couldn't get a better signal"
23/02/2024,3:42,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,02-23-24 NOCA 108,45.46324,-73.63687,225,30,19,STRAIGHT,NEW,7,11,100,0,0,0,0,
27/02/2024,12:24,6,MG,107,2991-40557,White/White,Metal/Red,Female,02-27-24 NOCA 107,45.4658,-73.64356,186,40,29,STRAIGHT,NEW,12,19,10,0,0,0,0,"Moving a lot, I saw and heard a male singing nearby, and I heard chipping"
27/02/2024,12:51,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,02-27-24 NOCA 108,45.46403,-73.63685,241,20,NA,STRAIGHT,NEW,12,19,10,0,0,0,0,"Got very close, for some reason I didn't record the angle (not really sure why) I put the angle as NA"
01/03/2024,11:03,6,MG,108,2991-40558,Brown/Red,Metal/Red,Female,02-01-24 NOCA 108,45.46337,-73.6351,228,30,47,UP,NEW,-5,19,70,0,0,0,0,"I saw 108, she flew above me across the street"
01/03/2024,11:40,6,MG,107,2991-40557,White/White,Metal/Red,Female,03-01-24 NOCA 107,45.46462,-73.64274,186,40,48,UP,NEW,-4,19,80,0,0,0,0,Lots of cedar bushes
08/03/2024,10:26,6,AMC,107,2991-40557,White/White,Metal/Red,Female,03-08-2024 NOCA 107,45.46519,-73.64182,142,30,43,UP,OLD,3,10,10,0,0,0,0,
09/03/2024,10:53,6,MG,107,2991-40557,White/White,Metal/Red,Female,03-09-24 NOCA 107,45.46519,-73.64226,192,40,240,STRAIGHT,NEW,6,46,90,0,0,0,0,Very windy
14/03/2024,12:23,6,MG,107,2991-40557,White/White,Metal/Red,Female,03-14-24 NOCA 107,45.46546,-73.64266,185,40,259,UP,NEW,2,19,90,0,0,0,0,"Couple houses down than usual, heard male cardinal singing"
15/03/2024,10:22,6,AMC,107,2991-40557,White/White,Metal/Red,Female,03-15-2024 NOCA 107,45.46548,-73.64286,143,30,203,UP,OLD,5,15,100,0,0,0,0,In cedar between properties.
16/03/2024,10:21,6,MG,107,2991-40557,White/White,Metal/Red,Female,03-16-24 NOCA 107,45.46541,-73.64285,186,30,212,UP,NEW,2,6,100,<1,0,0,0,"Light light drizzle, male cardinal singing loudly"
