Date,Time,Tracker ID,GPS ID,Tag ID,Species,Lat,Lon,Signal,Gain,Angle,Receiver,Direction,Cloud cover,Comments
10/11/2022,9:09,ETD,11-10-22 224,224,NOCA,45.43108,73.93904,222,30,196,New,Straight,100,Off B/N
10/11/2022,8:57,ETD,11-10-22 225,225,NOCA,45.43116,73.93893,202,30,282,New,Straight,100,Off B/N
10/11/2022,9:34,ETD,11-10-22 216,216,NOCA,45.43213,73.94025,207,30,5,New,Straight,100,"Along the edge of the arbo and MBO, past the B/N nets"
10/11/2022,10:15,ETD,11-10-22 219,219,NOCA,45.42997,73.93851,218,30,36,New,Straight,100,"On the trail that goes through dead grass, near the bird feeders"
10/11/2022,10:31,ETD,11-10-22 208,208,NOCA,45.43003,73.93882,233,20,333,New,Straight,100,"Of the grassy trail, near the bird feeders"
10/11/2022,11:20,ETD,11-10-22 220,220,NOCA,45.43027,73.93853,225,30,242,New,Straight,100,On the trail on the way to the birdfeeders
10/11/2022,11:50,ETD,11-10-22 214,214,NOCA,45.43259,73.93676,212,30,257,New,Straight,100,In the hedge row near corn fields
10/11/2022,10:17,BF,11-10-22 NOCA 215/211,215,NOCA,45.43645,73.93174,240,49,190,New,Straight,100,Shrubby woods behind the suburbs near a ditch with water
10/11/2022,10:17,BF,11-10-22 NOCA 215/211,211,NOCA,45.43645,73.93174,222,49,70,New,Straight,100,Shrubby woods behind the suburbs near a ditch with water
13/11/2022,9:38,ETD,11-13-22 216,216,NOCA,45.43256,73.93953,201,40,240,New,Straight,100,"Light drizzle all morning, took very rushed notes and points"
13/11/2022,9:53,ETD,11-13-22 210,210,NOCA,45.42992,73.9392,202,40,69,New,Straight,100,"Light drizzle all morning, took very rushed notes and points"
13/11/2022,9:56,ETD,11-13-22 207,207,NOCA,,,197,40,135,New,Straight,100,"Light drizzle all morning, took very rushed notes and points. Took the GPS point but did not write the coordinates as it started raining harder and I ran for shelter"
13/11/2022,10:20,ETD,11-13-22 217,217,NOCA,45.4299,73.93915,218,40,49,New,Straight,100,"Light drizzle all morning, took very rushed notes and points"
13/11/2022,10:22,ETD,11-13-22 225,225,NOCA,45.42973,73.93897,214,30,88,New,Straight,100,"Light drizzle all morning, took very rushed notes and points"
13/11/2022,10:25,ETD,11-13-22 213,213,NOCA,45.42976,73.93897,212,30,129,New,Straight,100,"Light drizzle all morning, took very rushed notes and points"
13/11/2022,10:28,ETD,11-13-22 219,219,NOCA,45.42966,73.93887,211,30,106,New,Straight,100,"Light drizzle all morning, took very rushed notes and points"
13/11/2022,10:38,ETD,11-12-22 220,220,NOCA,45.42946,73.93877,198,40,190,New,Straight,100,"Light drizzle all morning, took very rushed notes and points. Also detected 206, 208, and 212, but could not take their points"
13/11/2022,10:35,BF,11-13-22 NOCA 215,215,NOCA,45.4365,73.9335,202,39,180,New,Straight,100,Edge of fallow field near the suburbs
13/11/2022,10:59,BF,11-13-22 NOCA 222,222,NOCA,45.43473,73.93354,220,49,70,New,Straight,100,Edge of shrubby field beside cornfield
13/11/2022,11:11,BF,11-13-22 NOCA 209,209,NOCA,45.43425,73.933,197,49,74,New,Straight,100,Hedgerow between fields
13/11/2022,11:27,BF,11-13-22 NOCA 214,214,NOCA,45.43367,73.93748,227,49,270,New,Straight,100,Hedgerow near the corn near LODS parking area
15/11/2022,8:27,ACM,15-11-22 NOCA 217,217,NOCA,45.4308,73.93874,249,20,330,New,Straight,5,Next to H1
15/11/2022,8:27,ACM,15-11-22 NOCA 220,220,NOCA,45.4308,73.93874,235,30,330,New,Straight,5,Next to H1
15/11/2022,8:27,ACM,15-11-22 NOCA 219,219,NOCA,45.4308,73.93874,229,30,250,New,Straight,5,Next to H1
15/11/2022,8:34,ACM,15-11-22 NOCA 224,224,NOCA,45.43082,73.93879,246,20,260,New,Straight,5,Next to H1
15/11/2022,8:35,ACM,15-11-22 NOCA 213,213,NOCA,45.43082,73.93879,232,20,30,New,Straight,5,Seen. Next to H1 towards cabin
15/11/2022,8:48,ACM,15-11-22 NOCA 210,210,NOCA,45.43091,73.93854,250,20,320,New,Straight,5,Next to cabin on tree
15/11/2022,9:01,ACM,15-11-22 NOCA 207,207,NOCA,45.43124,73.93878,224,30,80,New,Straight,5,beginning of B/N net lane to the right
15/11/2022,9:07,ACM,15-11-22 NOCA 212,212,NOCA,45.43116,73.93906,232,30,290,New,Straight,5,B/N pond. High water levels. couldn't go further
15/11/2022,9:07,ACM,15-11-22 NOCA 225,225,NOCA,45.43116,73.93906,222,30,290,New,Straight,5,B/N pond. High water levels. couldn't go further
15/11/2022,9:19,ACM,15-11-22 NOCA 214,214,NOCA,45.43197,73.93894,250,20,,New,Straight,5,exact GPS point. hedge warbler alley
15/11/2022,9:23,ACM,15-11-22 NOCA 206,206,NOCA,45.43198,73.93894,232,20,5,New,Straight,5,hedge row warbler alley
15/11/2022,10:27,ACM,15-11-22 NOCA 222,222,NOCA,45.4348,73.9336,245,20,,New,up,5,saw bird. exact GPS point. shrubs in fields next to Ste anne north
15/11/2022,10:37,ACM,15-11-22 NOCA 215,215,NOCA,45.4361,73.93518,250,20,,New,Straight,10,shrubs/hedge next to mowed fields. exact point. bird seen
15/11/2022,10:50,ACM,15-11-22 NOCA 209,209,NOCA,45.43618,73.93285,150,60,120,New,Straight,10,signal coming from Ste-Anne north. Barbara's house
15/11/2022,11:39,ACM,15-11-22 NOCA 211,211,NOCA,45.4386,73.9389,224,30,180,New,Straight,30,Roche 2
15/11/2022,11:53,ACM,15-11-22 NOCA 221,221,NOCA,45.44023,73.93894,187,40,60,New,Straight,30,Roche 2. from edge of field towards woods W
17/11/2022,8:21,ACM,17-11-22 NOCA 210,210,NOCA,45.43108,73.93841,250,20,335,New,Straight,100,Bird seen. Next to cabin
17/11/2022,8:21,ACM,17-11-22 NOCA 207,207,NOCA,45.43108,73.93841,227,30,30,New,Straight,100,Next to cabin
17/11/2022,8:21,ACM,17-11-22 NOCA 220,220,NOCA,45.43108,73.93841,234,30,335,New,Straight,100,Next to cabin
17/11/2022,8:29,ACM,17-11-22 NOCA 212,212,NOCA,45.43129,73.9385,243,20,30,New,Straight,100,Next to cabin
17/11/2022,8:33,ACM,17-11-22 NOCA 206,206,NOCA,45.43178,73.93883,237,30,330,New,Straight,100,warbler alley
17/11/2022,8:54,ACM,17-11-22 NOCA 217,217,NOCA,45.43088,73.93894,246,40,205,New,Straight,100,H1 pond
17/11/2022,9:07,ACM,17-11-22 NOCA 219,219,NOCA,45.42979,73.93891,250,20,225,New,Straight,80,Net A2
17/11/2022,9:13,ACM,17-11-22 NOCA 225,225,NOCA,45.42942,73.9389,235,20,180,New,Straight,90,Path between E1 and D4
17/11/2022,9:20,ACM,17-11-22 NOCA 213,213,NOCA,45.42892,73.93868,233,30,240,New,Straight,90,Lisa's bench pointing towards census trail
17/11/2022,9:30,ACM,17-11-22 NOCA 224,224,NOCA,45.43,73.93832,243,20,45,New,Straight,80,At feeders
17/11/2022,10:00,ACM,17-11-22 NOCA 209,209,NOCA,45.43467,73.93354,222,40,80,New,Straight,80,woods next to fields and ste- anne north
17/11/2022 ,10:03,ACM,17-11-22 NOCA 222,222,NOCA,45.43464,73.93352,243,20,115,New,Straight,80,woods next to fields and ste- anne north
17/11/2022,10:08,ACM,17-11-22 NOCA 215,215,NOCA,45.43436,73.93284,216,30,,New,Straight,80,Saw bird. exact GPS point taken
17/11/2022,10:38,ACM,17-11-22 NOCA 214,214,NOCA,45.43392,73.93759,190,50,240,New,Straight,80,hedge row between corn and sparrow fields. Saw and heard a NOCA and only got S190 while pointing at it. 
17/11/2022,12:18,BF,11-17-2022 NOCA 221,221,NOCA,45.4427,73.93604,250,39,258,New,Straight,100,Shrubby edge near the fallow field
17/11/2022,12:35,BF,11-17-2022 NOCA 211,211,NOCA,45.43797,73.9327,218,49,119,New,Straight,100,In shrubby edge near the suburbs
22/11/2022,8:30,ACM,22-11-22 NOCA 212,212,NOCA,45.43101,73.93831,242,20,90,New,Straight,0,hedge next to cabin
22/11/2022,8:37,ACM,22-11-22 NOCA 225,225,NOCA,45.42958,73.93836,230,30,,New,Straight,0,saw bird. apple tree next to E2
22/11/2022,8:37,ACM,22-11-22 NOCA 207,207,NOCA,45.42963,73.93838,220,30,210,New,Straight,0,towards apple trees next to E
22/11/2022,8:42,ACM,22-11-22 NOCA 219,219,NOCA,45.4297,73.93878,234,20,340,New,Straight,0,towards A nets
22/11/2022,9:02,ACM,22-11-22 NOCA 224,224,NOCA,45.42981,73.93797,220,40,315,New,Straight,0,between feeders and road under GHOW nest
22/11/2022,9:48,ACM,22-11-22 NOCA 220,220,NOCA,45.43165,73.93959,230,20,205,New,Straight,0,last BN nets
22/11/2022,9:52,ACM,22-11-22 NOCA 206,206,NOCA,45.43158,73.93925,237,20,95,New,Straight,0,2nd to last BN net
22/11/2022,9:56,ACM,22-11-22 NOCA 217,217,NOCA,45.43147,73.93909,214,40,120,New,Straight,0,2nd BN
22/11/2022,10:08,ACM,22-11-22 NOCA 213,213,NOCA,45.43085,73.93947,211,30,100,New,Straight,0,back pond behind H1
22/11/2022,11:00,ACM,22-11-22 NOCA 209.2,209,NOCA,45.43437,73.93311,243,30,120,New,Straight,0,ste anne north woods. started getting closer and closer. saw a couple of cardinals fly in front of me when i got the 243 signal and went on to the shrubs next to field. Barbara got it maybe 10 minutes before
22/11/2022,11:11,ACM,22-11-22 NOCA 215,215,NOCA,45.43603,73.93313,193,40,140,New,Straight,0,Ste anne north woods
22/11/2022,9:45,BF,11-22-2022 NOCA 221,221,NOCA,45.43704,73.93006,221,39,197,New,Straight,0,Beside Roche 2 field in open shrubby woods
22/11/2022,9:52,BF,11-22-2022 NOCA 211,211,NOCA,45.43939,73.93914,202,49,119,New,Straight,0,Beside Roche 2 field in open shrubby woods
22/11/2022,10:36,BF,11-22-2022 NOCA 214,214,NOCA,45.43259,73.93676,201,49,230,New,Straight,0,Hedgerow beside the corn field
22/11/2022,10:51,BF,11-22-2022 NOCA 209,209,NOCA,45.43258,73.93677,200,69,85,New,Straight,0,Edge of the fallow fields behind the houses
2/12/2022,9:22,ACM,2-12-22 NOCA 217,217,NOCA,45.4306,73.93928,242,20,,New,Straight,70,GPS on point. hawthorns towards pond by H2. Saw and heard
2/12/2022,9:22,ACM,2-12-22 NOCA 212,212,NOCA,45.4306,73.93928,241,20,,New,Straight,70,GPS on point. hawthorns towards pond by H2. Saw and heard
2/12/2022,9:32,ACM,2-12-22 NOCA 225,225,NOCA,45.43062,73.93965,240,20,180,New,Straight,70,Hawthorns by pond close to trail
2/12/2022,9:32,ACM,2-12-22 NOCA 213,213,NOCA,45.43062,73.93965,241,20,180,New,Straight,70,Hawthorns by pond close to trail
2/12/2022,9:46,ACM,2-12-22 NOCA 224,224,NOCA,45.42957,73.93882,246,40,285,New,Straight,70,Sumacs between A&D nets
2/12/2022,9:56,ACM ,2-12-22 NOCA 220,220,NOCA,45.42883,73.93843,232,30,180,New,Straight,70,Saw bird. Lisa's bench
2/12/2022,10:02,ACM,2-12-22 NOCA 219,219,NOCA,45.42889,73.93839,250,30,,New,Straight,70,Saw bird. Thuja next to Lisa's bench
2/12/2022,10:06,ACM,2-12-22 NOCA 207,207,NOCA,45.42915,73.93851,250,30,,New,Straight,70,Saw bird fly towards this point. Owl net conifers
