"","Disp.","Band","Species","Wing","Age","Aged","Sex","Sexed","Fat","Weight","Date","Time","Bander","Scribe","Net","Notes","Exported","Valid","Invalid","Errors","History","Age.1","Sex.1","Location","Status","Condition","Code","Program","F","T","R2","3","R4","R5","R6","7","UC","S","SL","TC","SC","SD","CE","TP","OT","AL","TA","Z","NA","NA.1","NA.2","NA.3","NA.4","NA.5","NA.6","NA.7","NA.8","NA.9","NA.10","NA.11","NA.12","NA.13","NA.14","NA.15","NA.16","NA.17","NA.18","NA.19","NA.20","Replaced Band Number for Disposition 5 captures","DET Category Override","Aux Marker Type","Is Aux Marker Coded?","Aux Marker Code","Aux Marker Band Color","Aux Marker Code Color","Left Leg Color 1","Left Leg Color 2","Left Leg Color 3","R Leg Color 1","R Leg Color 2","R Leg Color 3","Last Bandit Export Timestamp","Count Bandit Exports","Creation Timestamp","Modify Timestamp","DET Category","To Be Deleted","Days since most recent prior capture","DET Date","Original Capture ID","NA.21","NA.22","NA.23","NA.24","NA.25","NA.26","NA.27","NA.28","NA.29","NA.30","NA.31","NA.32","NA.33","NA.34","NA.35","NA.36","NA.37","NA.38","Flags","Year","Season","week"
"71970","R","264117904","NOCA","90","0","1","5","1","0","42.8","2015-11-11","08:30","GEG","MML","V5","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 14:34","","Repeat","","5","11/11/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",45
"72005","R","264117909","NOCA","88","2","1","5","1","0","40.4","2015-11-11","10:40","NIB","MML","V3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 14:51","","Repeat","","1","11/11/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",45
"72008","1","264117911","NOCA","92","2","1","4","1","0","43.3","2015-11-16","08:00","ALH","PAB","V3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 14:10","","Banded","","","11/16/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",46
"72082","1","264117912","NOCA","93","0","1","4","1","0","46.7","2015-11-18","08:30","ALH","MML","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 14:10","","Banded","","","11/18/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",46
"72103","1","264117913","NOCA","91","2","1","4","1","0","47.1","2015-11-18","10:10","NIB","PAB","V3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 14:10","","Banded","","","11/18/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",46
"72147","R","264117892","NOCA","87","0","1","5","1","0","44.3","2015-11-18","12:10","ALH","CCT","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 14:51","","Repeat","","15","11/18/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",46
"72156","R","264117874","NOCA","93","2","S","5","1","0","43.1","2015-11-21","07:40","PBM","MPB","V3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 15:05","","Repeat","","42","11/21/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",47
"72157","1","264117914","NOCA","90","0","1","5","1","0","44.8","2015-11-21","07:40","PBM","MPB","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 14:10","","Banded","","","11/21/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",47
"72169","R","264117892","NOCA","88","0","1","5","1","1","44.3","2015-11-21","08:20","PBM","MPB","V3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 15:05","","Repeat","","3","11/21/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",47
"72171","1","264117915","NOCA","91","2","1","4","1","0","44.7","2015-11-21","08:30","PBM","MPB","V5","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 14:10","5/24/2016 17:23","Banded","","","11/21/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",47
"72203","R","264117903","NOCA","87","2","S","5","1","0","41.8","2015-11-21","10:40","PBM","MPB","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 15:05","","Repeat","","15","11/21/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",47
"72250","1","264117916","NOCA","94","0","1","4","1","0","48","2015-11-25","10:10","ALH","MML","V3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 14:10","","Banded","","","11/25/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",47
"72323","R","264117881","NOCA","93","2","1","4","1","1","46.9","2015-11-26","10:30","SID","PAB","V5","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 15:13","","Repeat","","35","11/26/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",48
"72329","R","264117851","NOCA","91","0","1","5","1","1","43.2","2015-11-26","10:40","SID","PAB","V3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 15:13","","Repeat","","37","11/26/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",48
"72339","1","264117917","NOCA","89","2","1","5","1","1","44.1","2015-11-26","11:30","SID","PAS","V5","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/1/2015 17:41","1","11/27/2015 14:10","","Banded","","","11/26/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",48
"72515","1","264117918","NOCA","90","0","1","5","1","0","44.3","2015-12-13","11:10","GEG","SID","V3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","1/6/2016 12:39","1","1/5/2016 15:50","","Banded","","","12/13/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",50
"72573","1","264117919","NOCA","89","2","1","5","1","0","46.8","2015-12-16","10:30","NIB","SID","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","1/6/2016 12:39","1","1/5/2016 15:50","","Banded","","","12/16/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",50
"72603","R","264117889","NOCA","89","0","1","4","1","0","41.4","2015-12-23","08:50","ALH","PAB","V3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","1/6/2016 12:39","1","1/5/2016 18:15","","Repeat","","58","12/23/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",51
"72648","1","264117920","NOCA","93","0","1","5","1","1","47","2015-12-23","12:30","ALH","PAB","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","1/6/2016 12:39","1","1/5/2016 15:50","","Banded","","","12/23/2015","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2015,"WINT",51
"72816","1","264117921","NOCA","88","1","1","5","1","2","44.1","2016-03-08","10:10","NIB","PAB","V3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","4/4/2016 14:51","","Banded","","","3/8/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"WINT",10
"72842","1","264117922","NOCA","89","5","1","4","1","0","42.4","2016-03-10","08:00","NIB","CCT","V3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","4/4/2016 14:51","","Banded","","","3/10/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"WINT",10
"72845","1","264117923","NOCA","92","5","1","4","1","2","48.3","2016-03-10","08:40","NIB","CCT","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","4/4/2016 14:51","","Banded","","","3/10/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"WINT",10
"72858","1","264117924","NOCA","93","5","1","4","1","2","36.9","2016-03-10","10:10","NIB","MML","V5","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","4/4/2016 14:51","","Banded","","","3/10/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"WINT",10
"72864","R","250144958","NOCA","87","5","1","5","1","1","42","2016-03-10","10:50","NIB","MML","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","4/4/2016 15:10","","Return","","126","3/10/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"WINT",10
"72871","R","264117897","NOCA","91","1","1","4","1","2","50.4","2016-03-10","11:20","NIB","CCT","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2015-16","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","4/4/2016 15:10","","Return","","131","3/10/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"WINT",10
"73293","R","242193989","NOCA","92","1","1","4","1","0","50","2016-04-27","08:30","SID","FGA","D2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","4/29/2016 18:55","","Return","","541","4/27/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"SMMP",17
"73294","1","264117949","NOCA","92","5","1","4","1","0","42.9","2016-04-27","08:30","SID","FGA","A1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","4/29/2016 18:18","","Banded","","","4/27/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"SMMP",17
"73349","1","264117951","NOCA","95","5","1","4","1","0","43.6","2016-04-30","10:50","RDT","THG","B2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","5/3/2016 9:09","","Banded","","","4/30/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"SMMP",18
"73354","R","250144958","NOCA","85","1","1","5","1","0","39","2016-05-01","06:20","LGC","PAS","C1","old beak injury","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","5/3/2016 9:36","","Repeat","","52","5/1/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"SMMP",18
"73382","1","264117952","NOCA","90","5","1","5","B","0","40.8","2016-05-01","10:00","GEG","AGB","N1","retained s5, growing in tertials","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","5/3/2016 9:09","","Banded","","","5/1/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"SMMP",18
"73768","1","264117966","NOCA","91","1","1","5","B","0","41.8","2016-05-14","06:40","FGA","PBM","N1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","5/17/2016 7:50","","Banded","","","5/14/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"SMMP",20
"73871","1","264117974","NOCA","89","1","1","5","B","0","41.5","2016-05-18","06:10","FGA","PBM","E1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","5/21/2016 8:49","","Banded","","","5/18/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"SMMP",20
"74033","1","264117990","NOCA","89","1","1","5","B","0","46.8","2016-05-21","08:10","ALH","ALH","E2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","5/24/2016 17:12","","Banded","","","5/21/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"SMMP",21
"74035","R","264117671","NOCA","90","1","1","4","1","0","47.6","2016-05-21","08:20","ALH","PBM","E2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","5/24/2016 17:26","","Return","","278","5/21/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"SMMP",21
"74059","R","264117915","NOCA","93","5","1","4","1","0","39.3","2016-05-22","05:10","GEG","JRS","H2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","5/24/2016 17:26","","Return","","183","5/22/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"SMMP",21
"74499","1","264117713","NOCA","92","5","1","4","1","1","48.1","2016-06-11","09:00","LIK","LIK","M4","","FALSE","","","FALSE","FALSE","","","MBO","300","","","MAPS2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/5/2016 9:30","","Banded","","","6/11/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"MAPS",24
"74515","1","264117715","NOCA","90","2","S","0","1","0","46.7","2016-06-24","06:30","PBM","PBM","M2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","MAPS2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/5/2016 9:30","","Banded","","","6/24/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"MAPS",26
"74557","R","242193989","NOCA","93","1","1","4","1","1","49.3","2016-07-03","09:50","PBM","PBM","M1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","MAPS2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/5/2016 10:13","","Repeat","","67","7/3/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"MAPS",27
"74581","R","264117715","NOCA","80","2","1","4","1","0","45.3","2016-07-17","10:30","ALH","ALH","M4","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","MAPS2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/5/2016 10:13","","Repeat","","23","7/17/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"MAPS",29
"74801","1","223100101","NOCA","88","2","1","0","1","0","32.3","2016-08-03","07:10","SID","FRV","D1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/9/2016 10:16","","Banded","","","8/3/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",31
"74802","R","242193989","NOCA","93","1","1","4","1","0","47.2","2016-08-03","07:10","SID","FRV","D1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/9/2016 19:27","","Repeat","","31","8/3/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",31
"74890","1","223100118","NOCA","82","2","1","0","1","0","35","2016-08-04","09:20","LGC","SHG","E2","banded on left","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/9/2016 10:16","","Banded","","","8/4/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",31
"74994","R","264117900","NOCA","91","1","S","5","B","0","40","2016-08-07","08:30","PBM","GEG","B3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/9/2016 19:37","","Return","","277","8/7/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",32
"75036","R","242193989","NOCA","92","1","1","4","1","0","47.9","2016-08-08","10:30","PBM","SHG","D4","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/17/2016 6:44","","Repeat","","5","8/8/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",32
"75061","R","242193996","NOCA","97","1","1","4","1","0","43.8","2016-08-10","06:20","CLB","PAS","N1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/17/2016 6:44","","Return","","375","8/10/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",32
