"","Disp.","Band","Species","Wing","Age","Aged","Sex","Sexed","Fat","Weight","Date","Time","Bander","Scribe","Net","Notes","Exported","Valid","Invalid","Errors","History","Age.1","Sex.1","Location","Status","Condition","Code","Program","F","T","R2","3","R4","R5","R6","7","UC","S","SL","TC","SC","SD","CE","TP","OT","AL","TA","Z","NA","NA.1","NA.2","NA.3","NA.4","NA.5","NA.6","NA.7","NA.8","NA.9","NA.10","NA.11","NA.12","NA.13","NA.14","NA.15","NA.16","NA.17","NA.18","NA.19","NA.20","Replaced Band Number for Disposition 5 captures","DET Category Override","Aux Marker Type","Is Aux Marker Coded?","Aux Marker Code","Aux Marker Band Color","Aux Marker Code Color","Left Leg Color 1","Left Leg Color 2","Left Leg Color 3","R Leg Color 1","R Leg Color 2","R Leg Color 3","Last Bandit Export Timestamp","Count Bandit Exports","Creation Timestamp","Modify Timestamp","DET Category","To Be Deleted","Days since most recent prior capture","DET Date","Original Capture ID","NA.21","NA.22","NA.23","NA.24","NA.25","NA.26","NA.27","NA.28","NA.29","NA.30","NA.31","NA.32","NA.33","NA.34","NA.35","NA.36","NA.37","NA.38","Flags","Year","Season","week"
"75107","1","223100151","NOCA","85","2","1","0","1","0","38.4","2016-08-10","09:30","CLB","PAS","H2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/16/2016 10:38","","Banded","","","8/10/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",32
"75133","1","223100154","NOCA","87","2","1","0","1","0","36.1","2016-08-11","09:20","SID","LAT","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/16/2016 10:38","","Banded","","","8/11/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",32
"75142","1","223100155","NOCA","86","2","1","0","1","1","37.6","2016-08-11","09:30","SID","LAT","N3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/16/2016 10:38","","Banded","","","8/11/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",32
"75369","R","223100155","NOCA","84","2","1","0","1","0","37","2016-08-19","06:30","ALH","MFB","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/25/2016 9:47","","Repeat","","8","8/19/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",34
"75395","1","223100176","NOCA","82","2","1","0","1","0","39.1","2016-08-19","09:10","ALH","MFB","E1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/24/2016 10:57","","Banded","","","8/19/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",34
"75469","R","223100101","NOCA","86","2","1","0","1","1","33.6","2016-08-22","06:20","PBM","CRC","C2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","8/25/2016 10:04","","Repeat","","19","8/22/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",34
"75677","R","223100101","NOCA","86","2","1","5","1","0","34.6","2016-08-27","09:20","NIB","LAT","N1","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","9/3/2016 10:09","","Repeat","","5","8/27/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",35
"75718","1","223100190","NOCA","86","2","1","0","1","1","48.3","2016-08-28","09:10","LIK","MPB","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","9/3/2016 9:39","","Banded","","","8/28/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",35
"75721","R","256132091","NOCA","88","1","1","5","1","0","49.4","2016-08-28","09:10","LIK","MPB","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","9/3/2016 10:09","","Return","","367","8/28/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",35
"75818","1","223100195","NOCA","92","2","1","4","1","0","39.3","2016-08-31","09:20","SID","PAB","H2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","9/3/2016 9:39","","Banded","","","8/31/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",35
"75835","1","223100196","NOCA","83","2","1","0","1","0","40.1","2016-09-01","06:50","SID","FRV","D1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","9/3/2016 9:39","","Banded","","","9/1/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",35
"75900","R","223100154","NOCA","86","2","1","5","1","0","33.7","2016-09-03","06:50","LIK","ZAB","N1","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","9/22/2016 16:23","","Repeat","","23","9/3/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",36
"75906","R","223100101","NOCA","87","2","1","0","1","0","35","2016-09-03","07:40","LIK","LIK","N3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","9/22/2016 16:23","","Repeat","","7","9/3/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",36
"75930","1","223100197","NOCA","85","2","1","0","1","0","40.3","2016-09-04","07:40","GEG","LIK","C1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","9/21/2016 17:55","","Banded","","","9/4/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",36
"76076","R","223100101","NOCA","86","2","1","0","1","0","35.8","2016-09-12","07:10","GEG","NJH","H2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","9/22/2016 16:42","","Repeat","","9","9/12/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",37
"76273","1","265166623","NOCA","85","2","1","5","1","0","38","2016-09-17","11:30","SID","ZAB","E2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","9/21/2016 18:00","","Banded","","","9/17/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",38
"76321","1","265166628","NOCA","89","2","1","0","1","0","44.5","2016-09-19","08:30","GEG","NJH","H2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","9/21/2016 18:00","","Banded","","","9/19/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",38
"76333","R","223100190","NOCA","88","2","1","0","1","0","50.3","2016-09-19","11:10","GEG","FM","E2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","9/22/2016 17:01","","Repeat","","22","9/19/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",38
"76359","1","265166631","NOCA","89","2","1","0","1","0","40.5","2016-09-20","09:20","PBM","MML","D4","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","9/21/2016 18:00","","Banded","","","9/20/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",38
"76697","1","265166638","NOCA","92","1","1","5","1","0","43.6","2016-09-26","09:10","GEG","NJH","B2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/12/2016 7:13","","Banded","","","9/26/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",39
"77085","1","265166644","NOCA","89","2","1","4","1","0","44.6","2016-10-01","08:50","PBM","FM","C2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/12/2016 7:13","","Banded","","","10/1/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",40
"77496","1","265166649","NOCA","91","2","1","5","1","0","45.5","2016-10-04","08:20","GEG","JLH","C1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/12/2016 7:13","","Banded","","","10/4/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",40
"77503","1","265166650","NOCA","87","2","1","0","1","0","39.6","2016-10-04","08:30","GEG","JLH","C1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/12/2016 7:13","","Banded","","","10/4/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",40
"77569","1","265166651","NOCA","88","2","1","0","1","0","38.3","2016-10-04","11:10","GEG","JLH","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/12/2016 7:13","","Banded","","","10/4/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",40
"77704","1","265166653","NOCA","89","2","1","4","1","0","47.3","2016-10-06","11:00","ALH","FRV","H1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/12/2016 7:13","","Banded","","","10/6/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",40
"77705","1","265166654","NOCA","86","2","1","0","1","0","44.5","2016-10-06","11:50","ALH","SID","N1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/12/2016 7:13","","Banded","","","10/6/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",40
"77949","1","265166657","NOCA","90","1","1","5","1","0","44.7","2016-10-11","08:40","GEG","PBM","B3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/12/2016 7:13","","Banded","","","10/11/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",41
"78000","1","265166659","NOCA","84","2","1","5","1","0","42.1","2016-10-12","08:50","CLB","GEP","H2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 7:42","","Banded","","","10/12/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",41
"78036","R","223100101","NOCA","89","2","1","5","1","0","38.7","2016-10-12","11:30","CLB","FRV","A2","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 8:22","","Repeat","","30","10/12/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",41
"78148","R","265166651","NOCA","86","2","1","5","1","0","39.1","2016-10-15","07:30","SID","CAD","B2","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 8:22","","Repeat","","11","10/15/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",42
"78174","1","265166662","NOCA","91","0","1","5","1","0","42","2016-10-15","10:20","SID","LAT","E1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 7:42","","Banded","","","10/15/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",42
"78244","1","265166663","NOCA","96","0","1","0","1","0","41.6","2016-10-17","08:10","GEG","PAB","H1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 7:42","","Banded","","","10/17/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",42
"78245","1","265166664","NOCA","91","0","1","5","1","0","39.9","2016-10-17","08:10","GEG","PAB","B2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 7:42","","Banded","","","10/17/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",42
"78274","1","265166665","NOCA","92","2","1","4","1","0","45","2016-10-18","09:10","ALH","NAG","C2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 7:42","","Banded","","","10/18/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",42
"78464","R","265166657","NOCA","90","0","1","5","1","0","46.1","2016-10-20","09:20","SID","MPB","D1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 9:51","","Repeat","","9","10/20/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",42
"78529","R","265166653","NOCA","91","0","1","4","1","0","48.8","2016-10-24","09:00","LIK","FM","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 9:51","","Repeat","","18","10/24/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",43
"78530","R","265166659","NOCA","82","2","1","5","1","0","43.6","2016-10-24","09:00","LIK","FM","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 9:51","","Repeat","","12","10/24/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",43
"78641","1","265166671","NOCA","93","2","1","4","1","1","45.9","2016-10-26","08:30","CLB","PAB","H2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 7:42","","Banded","","","10/26/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",43
"78644","R","223100176","NOCA","89","2","1","5","1","0","41.7","2016-10-26","08:40","CLB","MML","H2","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 10:28","","Repeat","","68","10/26/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",43
"78650","1","265166672","NOCA","87","2","1","4","1","0","44.4","2016-10-26","08:50","CLB","MML","E2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 7:42","","Banded","","","10/26/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",43
"78655","1","265166673","NOCA","86","2","1","5","1","0","43.7","2016-10-26","09:10","CLB","CCT","E2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 7:42","","Banded","","","10/26/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",43
"78658","1","265166674","NOCA","92","0","1","5","1","1","41","2016-10-26","09:20","CLB","MML","A1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 7:42","","Banded","","","10/26/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",43
"78762","R","223100154","NOCA","89","2","1","0","1","0","41","2016-10-27","12:20","SID","MPB","B3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 10:28","","Repeat","","54","10/27/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",43
"78763","1","265166678","NOCA","91","2","1","5","1","0","44.4","2016-10-27","12:20","SID","MPB","N1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","10/28/2016 7:42","","Banded","","","10/27/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",43
"78781","1","265166679","NOCA","92","0","1","4","1","1","46.3","2016-10-29","10:10","PBM","PBM","N1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2016","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/20/2016 13:26","1","11/20/2016 11:52","","Banded","","","10/29/2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2016,"FMMP",44
